Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
8/29/2026 20:17:31,37,1st Half,Muyumba tries a one-time shot from the arc.  Goes off Schnegg's back for a corner,81,,,,
8/29/2026 20:18:03,37,1st Half,"off the corner.  the ball finds Sanchez, then Muyumba again.  he's got time from about 30 yards.  lines up.  curls the ball just over the bar",141,,,,
8/29/2026 20:18:37,38,1st Half,"Atlanta player down.  face down on the turf.  not moving.  it's odd though as Atlanta doesn't look concerned. The Atlanta staff are going nuts.
Díaz landed hard after trying a flying header.",190,,,,
8/29/2026 20:20:02,39,1st Half,Looks to be Díaz who is down,28,,,,
8/29/2026 20:20:28,40,1st Half,He's up now.  walking gingerly off the pitch,44,,,,
8/29/2026 20:21:54,41,1st Half,Díaz back on the pitch,22,,,,
8/29/2026 20:22:34,42,1st Half,Díaz long ball up the right to Miranchuk.  He can't get the ball under control and passes it to Charlotte,105,,,,
8/29/2026 20:23:44,43,1st Half,"all Atlanta players come back to defend corners.  They need the manpower, but it also prevents any kind of clearance.  Charlotte are easily able to send the ball back into the box",179,,,,
8/29/2026 20:25:42,45,1st Half,"Jacob sends a ball into the box - way too close to the keeper, also considering no Atlanta player is near",105,,,,
8/29/2026 20:25:43,45,1st Half,3' stoppage,11,,,,
8/29/2026 20:27:11,47,1st Half,Miranchuk with another giveaway.  He tried a one-touch kick behind him up the pitch,83,,,,
8/29/2026 20:28:29,48,1st Half,"Muyumba on the ball tries to run up, doesn't find. apath.  He sends it back to Picault who is playing as the LB.  It's a bad ball, and Picault loses it.   Abada sends the ball into the center.  Alonso stretches very wide to tap it away from a player.  great block",263,,,,
8/29/2026 20:28:53,48,1st Half,Atlanta are running into the box.  Miranchuk has the ball and is taken down.  Charlotte player Diani gets a 🟨.  Atlanta free kick,130,,,,
8/29/2026 20:29:29,49,1st Half,"This free kick will be the last play of the half.  Miggy stands over it, and will go for goal.  can't get it over the wall",122,,,,
8/29/2026 20:30:23,50,1st Half,Charlotte break down their left.  SHot on goal which Hoyos is able to drive and prevent a goal.,95,,,,
8/29/2026 20:31:06,,Halftime,stop,4,,,,
8/29/2026 20:30:47,,Halftime,Westwood and Abada are questioning the AR Ref.  right in his face.,66,,,,
8/29/2026 20:36:32,,Halftime,"Player Impressions:
Hoyos - has made two game-saving plays.  Along with a couple more good blocks.  He's the reason the score is only 1-0
Edwards - He's actually been the best defender tonight.  In a new position, doing well on defense, and tries moving up the pitch to kick-start attacks.
Alonso - Has come up big defensively a few times.  Organizing the back wall.  But easily getting beaten as well.
Díaz - Charlotte aren't having a lot of trouble getting past him.  he has nice distribution 
Jacob - Has an eye for senidng the ball up the pitch.  But I cannot think of a single good cross he's made.  They're wild
Sanchez - a few glimpses of control, then is beaten by movement he should be seeing in advance
Reilly - outclasses in midfield.  I'd bring on Gill for him in the 2nd
Muyumba - he may very well come up with another outstanding goal with blinds things.  but right now, he's mainly giving the ball to Charlotte
Almirón - Charlotte are doing well to mark him.  he's been quiet
Picault - He's popping up in locations before I see him move.  Doing nothing in the final 3rd
Miranchuk - He is having yet another quiet day.  Badly misplayed balls, one run where he was taken down.  It seems his midseason good form may have been the anomoly",1249,,,,
8/29/2026 20:45:11,,Halftime,Atlanta making a sub.  Looks like Gill,38,,"Gill was stripping out of his penny, then was sent back to the corner",,
8/29/2026 20:46:29,,Start 2nd Half,start,5,,,,
8/29/2026 20:46:48,45,2nd Half,Tata with his customary walk onto the pitch to touch the grass,62,,,,
8/29/2026 20:48:51,47,2nd Half,"Charlotte goal.  Almirón with a bad giveaway.  He was trying to strip a ball, but sent it to a Charlotte player.  It's passed to Saint-Maximin, who sends it forward.  Charlotte going up in numbers, fast.
Diani sends the ball to the right to Abada.  He takes a long curling shot which curls around Hoyos into the far corner of the net.",334,Charlotte 2-0,,,
8/29/2026 20:52:22,51,2nd Half,Edwards has been pushed up to the left wing.  Sanchez is often filling in as LB when needed,91,,,,
8/29/2026 20:52:42,51,2nd Half,Muyumba with a light shot from outside the 18.  Kahlina with a jumping save 🧤,78,,,,
8/29/2026 20:53:47,52,2nd Half,Atlanta are rushing every pass.  starting to make their own mistakes,68,,,,
8/29/2026 20:55:24,54,2nd Half,"Reilly does well to get the ball and dribbles up the center, then a through ball to Jacob on the right.  He sends a ball to no one.  Edwards was closest but wasn't expecting the ball.  Out for a goalkick",203,,,,
8/29/2026 20:56:37,55,2nd Half,"Atlanta making 3 subs.  I see Gill, Santos, Alzate",50,,,,
8/29/2026 20:58:17,57,2nd Half,"Jacob running down the right.  Saint-Maximin tries to slide the ball away, but Jacob continues his run.  Gets to the ball past the 18, crosses, again to no one",159,,,,
8/29/2026 20:59:21,58,2nd Half,Jacob crosses to Charlotte again.  They nearly break but he comes back for a block and retrieves it.,100,,,,
8/29/2026 21:00:05,59,2nd Half,Díaz breaks up a play at the half,33,,,,
8/29/2026 21:00:31,59,2nd Half,2 Charlotte players try to stick a leg in an dsteal Muyumba's ball.  he dances around them,90,,,,
8/29/2026 21:01:40,60,2nd Half,"Edwards gets the ball on the left wing, he takes time and sends it into the center at the 6.  Kahlina dives forward to smother.  It was a good cross but no player close enough",175,,,,
8/29/2026 21:02:42,61,2nd Half,"Picault on the left wing now, sends a cross in.  BUt behind Miggy",65,,atlanta subs have been waiting 5 min,,
8/29/2026 21:03:57,62,2nd Half,Edwards running hard to get a 1st ball.  Charlotte are there first.  Edwards stays down with a cramp,100,,,,
8/29/2026 21:04:37,63,2nd Half,"Atlanta subs:
off:  Reilly, Muyumba, Picault, Edwards
on:  Gill, Alzate Santos, Hernández",89,,Edwards called for a sub.  ,,
