Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
5/24/2026 18:05:35,,Halftime,"Player Impressions:
Hoyos - may not have been able to stop the goals, but still should have done better
Báez - getting beaten defensively.  I'd expect him to be subbed.
Berrocal - not justifying his start, and yet, the best of the back line.
Mihaj - a few clearances, but otherwise unremarkable.
Jacob - has lost the ball in bad spots.  Not doing muhc going forward.
Brennan - as I've said before, he is not doing enough to showcase his worth in his few minutes.
Muyumba - is being overloaded in midfield
Sanchez - being pulled all out of sorts, giving up territory
Fortune - probably the best player, and yet still not a good performance.  
Miranchuk - a quiet performance so far
Saba - can't even muster up his normal speedy runs tonight.  He's the 2nd I'd expect to see subbed.",780,,,,
5/24/2026 18:06:04,,Halftime,This is a night when ATLUTD needed to step up big and show their worth.  Not a single player has done that so far.,114,,,,
5/24/2026 18:14:04,,Halftime,Atlanta with .04 xG in the 1st half.  .01 xG on target,54,,,,
5/24/2026 18:17:37,,Start 2nd Half,start,5,,,,
5/24/2026 18:17:49,45,2nd Half,"jason:  Give me something, something emotional to feel in the second half",73,,,,
5/24/2026 18:18:15,46,2nd Half,mike:  this fan base deserves more,34,,,,
5/24/2026 18:18:35,46,2nd Half,Rossi takes a shot.  Goes over.  All too easy.,46,,,,
5/24/2026 18:19:46,47,2nd Half,"Saba manages to get the ball into the box, and crosses lightly to Saba int eh center.  He can't get the ball out of his feet.",125,,,,
5/24/2026 18:21:07,48,2nd Half,Báez tries a cross into the box.  It doesn't go to anyone and is cleared,72,,,,
5/24/2026 18:22:31,50,2nd Half,"Báez scissors a Crew player from behind.  Stands up and throws his arm aggressively to the Ref.  He sees 🟨, could have been 🟥.",128,,,,
5/24/2026 18:23:52,51,2nd Half,Rossi takes a crack from outside the arc.  OVer and wide.  Crew look to score more.,83,,,,
5/24/2026 18:25:41,53,2nd Half,"Ball goes into the middle, a44 and Sanchez both go for it.  Both back off.",74,,,,
5/24/2026 18:27:24,55,2nd Half,Saba and Jacob trying to play off each other.  It's just not working,68,,,,
5/24/2026 18:29:01,56,2nd Half,"Instead of a long pass, Báez tries a shot from way, way out.  It still goes over.",81,,,,
5/24/2026 18:30:43,58,2nd Half,Atlanta prepping Miguel.,24,,,,
5/24/2026 18:31:09,59,2nd Half,The Crew are content to sit back and let Atlanta try to do something.  BUt Atlanta can't figure out what to do.,111,,,,
5/24/2026 18:31:57,59,2nd Half,"Atlanta sub:
off: Brennan
on: Almirón",37,,,,
5/24/2026 18:32:20,60,2nd Half,Miranchuk hands off the armband to Miggy,40,,,,
5/24/2026 18:32:59,60,2nd Half,"Jacob cross, finds Báez.  Shot, bounces back.    Fortune takes a crack.  Blocked.  Good sequence from Atlanta.",110,,,,
5/24/2026 18:34:31,62,2nd Half,Atlanta through ball into the box.  Read by the keeper and cleared.,67,,,,
5/24/2026 18:35:36,63,2nd Half,"Columbus has just pinballed the ball back and forth between about 8 players.  Atlanta players sliding all over, bouncing off.  Unable to even touch the ball.",157,,,,
5/24/2026 18:36:52,64,2nd Half,Muyumba taken down at the top of the box.,41,,,,
5/24/2026 18:37:40,65,2nd Half,Miggy takes the free kick.  It is deflected over.,49,,,,
5/24/2026 18:38:06,65,2nd Half,Atlanta have been marginally better this half.  It's not enough of a change.,76,,,,
5/24/2026 18:38:25,66,2nd Half,Ball into the box.  Báez tries heading to Saba.  Promising signs.,65,,,,
5/24/2026 18:39:26,67,2nd Half,Miguel has been directing players on the pitch.  Trying to show that he's in charge.,84,,,,
5/24/2026 18:40:07,67,2nd Half,There was almost a few moments of face paced soccer.  But both teams have now slowed down again.,96,,,,
5/24/2026 18:40:47,68,2nd Half,Crew with a through ball to find Rossi.  He's taken down by Jacob.  Ref says no foul.,85,,,,
