Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
9/12/2026 21:15:09,55,2nd Half,"Embolo playing deeper than Miranchuk, Embolo, Jacob, Almirón.
He's seeing more of the ball.  Is getting fouled repeatedly now.",126,,,,
9/12/2026 21:15:27,55,2nd Half,"D.C. subs:
in: Hopkins
out: Ordaz, Servania, Hefti",50,,,,
9/12/2026 21:16:46,56,2nd Half,"Atlanta subs:
in:  Gill, Edwards, Muyumba
out:  Embolo, Amaro, Alonso",69,,,,
9/12/2026 21:18:28,58,2nd Half,"Edwards is fouled by Hopkins.  Wasn't too bad.  As they both ran for the ball, it looked like edwards slipped more than anything.",129,,,,
9/12/2026 21:19:29,59,2nd Half,"Jacob at the corner of Atlanta's 18, tries a slow, low cross to the left side.  Straight to a D.C. player",105,,,,
9/12/2026 21:19:53,60,2nd Half,"Miranchuk has been much more involved in this half.  Playing deeper, more of an orchestrator.",93,,,,
9/12/2026 21:20:38,60,2nd Half,"Muyumba duels for a ball, is able to toe tap it to Miggy.  Almirón and Embolo even, both running up the pitch facing 3 D.C. players.
Embolo overlaps and runs ahead.  Miggy passes up to him.  Embolo into the box.  Left footed shot.  Johnson gets down and blocks with his shot.",275,,,,
9/12/2026 21:22:55,63,2nd Half,"Muyumba with a nice long ball out side to Báez.  One-touch ball, not great, comes central.  Peltola reads it and starts running up the pitch.  Muyumba takes him down to prevent a run.  Muyumba sees 🟨",200,,,,
9/12/2026 21:23:26,63,2nd Half,Miranchuk and Muyumba playing as two central players.  Gill playing deeper,74,,,,
9/12/2026 21:24:57,65,2nd Half,"Gill runs central with the ball from the Atlanta 18, turns right and gets the ball to Edwards.
Edwards takes the ball up the pitch.  Once he gets all the way to the 18, he crosses.  Embolo does a fake and awkward jump out of the way to lay the ball off to Miggy.
Then Miggy with a horrible shot.  He's in the box, it goes wide.  This should have been on target at the very least.  He should have done much better there.",419,,,,
9/12/2026 21:25:44,65,2nd Half,"D.C. ball into the box.  Baribo and Jacob jump together.  Latte Lath gets a head to it, but just over",101,,,,
9/12/2026 21:26:18,66,2nd Half,Muyumba calssy move to Almirón.  back to Muyumba.  Sends up to Miranchuk.  He takes it up then sends over the top to Embolo where D.C. break it up.,147,,The game is getting really exciting now.  The tempo has gone up for both teams after the subs,,
9/12/2026 21:27:38,67,2nd Half,D.C. ball into the box.  Mihaj with a great clearance.,54,,,,
9/12/2026 21:28:13,68,2nd Half,D.C. 🟨.  Edwards sends a ball up to Miranchuk in the center circle.  He can't do a thing as Rowles takes him down from behind.,127,,,,
9/12/2026 21:29:33,69,2nd Half,Miranchuk sends a ball up to Embolo in a CAM position.  He turns and passes up to Almirón.  He tries turning and shoots.  D.C. players are in the way and it's blocked.,167,,,,
9/12/2026 21:30:11,70,2nd Half,Atlanta corner.  Nono is again far too close.  He's arguing with the Ref that he should be able to stand closer.  The Ref gives him a 🟨.  Needless card there for Nono,167,,,,
9/12/2026 21:30:42,70,2nd Half,Atlanta prepping Picault,24,,,,
