Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
9/9/2026 19:46:30,6,1st Half,"Atlanta corner.  Not into the box, but out to Miranchuk.  Sends the ball up and over.  To Díaz.  He taps a bouncer along the 6.  Embolo does a twisting-body turn to somehow connect.  he had no right to.  It goes past Crépeau and a goal",235,Atlanta 1-0,,,
9/9/2026 19:47:54,8,1st Half,VAR check,9,,,,
9/9/2026 19:48:26,8,1st Half,Goal awarded.  It's marked as an own goal ☠️ to Brekalo,55,,,,
9/9/2026 19:50:10,10,1st Half,ATLUTD playing with purpose now,31,,,,
9/9/2026 19:51:26,11,1st Half,"Ball bouncing around.  Embolo brings it down to Miggy running up the center-left.  One touch to bring it under control, then he has a crack which goes wide on the right.",169,,,,
9/9/2026 19:53:28,13,1st Half,"Brekalo pulls Embolo down from behind in a wrestling move.  Ref awards advantage.  After the play dies, he has a talk with Brekalo.  Well handled",145,,,,
9/9/2026 19:53:59,14,1st Half,"Orlando attack down the left.  Ojeda with the ball.  Hoyos rushes out, slides, and knocks the ball out for a corner",115,,,,
9/9/2026 19:54:40,15,1st Half,"On the corner, 5 Atlanta players stand outside the 6.  Orlando at the top of the 18.  Interesting placement.",108,,,,
9/9/2026 19:57:23,17,1st Half,Orlando get into the box.  Alonso guards the ball back to Hoyos,63,,,,
9/9/2026 19:58:34,18,1st Half,Orlando only able to make momentary incursions,46,,,,
9/9/2026 20:00:23,20,1st Half,Ojeda has a breakaway.  Looks certain to score.  Hoyos out in a flash.  He has no chance but Ojeda cuts to his left.  Hoyos has to change direction and chase him down.  Ojeda is forced too far.  He tries sending the ball into the middle.  It's hit by an open Orlando player.  High and wide to the right of the goal.  Close call,327,,,,
9/9/2026 20:01:47,22,1st Half,"Midfield positioning - Amara is deepest, then Muyumba, with Fortune higher",74,,,,
9/9/2026 20:02:27,22,1st Half,Embolo on the right with a rocket.  It's deflected out for a corner,67,,,,
9/9/2026 20:03:41,24,1st Half,Fortune taking a corner in place of Miggy,41,,,,
9/9/2026 20:05:02,25,1st Half,"Angulo breaks on the left.  The ball is in front of him, which Díaz gest to first.  The easy play would be to the keeper.  Instead, he lures Angulo in, cuts back, then passes up the pitch to safety.",198,,,,
9/9/2026 20:05:26,25,1st Half,"Orlano into the box in numbers.  A cross is sent in from the left.  Dodging everyone, close to goal, Díaz clears it.",116,,,,
9/9/2026 20:05:29,25,1st Half,Orlando back into the box by Gerbet.  The ball is sent too close into the keeper.  Passed into a sprinting Griezmann at the corner of the 6.  He taps it in between the post and keeper.  Hoyos is only able to get a touch to it.,226,1-1,,,
9/9/2026 20:08:46,29,1st Half,Orlando again in Atlanta's box.  The ball knocked  out for a corner.  Jacob raises his hand showing confusion for a while after the play.,137,,,,
9/9/2026 20:09:56,30,1st Half,"Orlando corner is sent it.  It's cleared by a leaping Díaz.  Atlanta breaks, gets close, but can only muster a looping header, easily caught by Crépeau",151,,,,
9/9/2026 20:12:03,32,1st Half,Alonso sends a long high ball into the box.  Jacob and Jansson collide.  No pen.  It was incidental.,100,,,,
9/9/2026 20:13:00,33,1st Half,"Miggy has been playing a deep winger today.  Midfielers Fortune, Muyumba are getting higher, alongside Embolo",109,,,,
9/9/2026 20:14:17,34,1st Half,Báez is having to mark Griezmann and Ellis.  Griezmann switches out with another player.  Báez is getting overloaded.,117,,,,
9/9/2026 20:15:27,35,1st Half,This game has been all Orlando for the past 20 min.  A shame as the opening 10 were all Atlanta.,96,,,,
9/9/2026 20:17:26,37,1st Half,"Jacob surging up the right, sends. across along the 6, straight to Orlando",74,,,,
9/9/2026 20:19:20,39,1st Half,"Off a corner, a high ball arcs towards Amaro.  He had room to control, but instead tries a one-touch hit.  It goes horribly to the right.  Orlando collects and rushes forward.
To his credit, Amaro tracks back and gets to the ball first.  He then tries a backpass to the keeper.  it goes wildly off target, this time to his left.  Hoyos is able to collect it before Orlando can do damage.",387,,,,
9/9/2026 20:21:47,42,1st Half,"Orlando passing on the left.  Ball gets to Angulo.  He tries crossing.  Díaz turns his back but is able to block it.
He got more lucky, with Angulo hitting it into him.",168,,,,
9/9/2026 20:22:36,43,1st Half,"Atlanta breaks.  Miranchuk brings down a high ball under pressure.  He taps it back to Embolo.  As the ball reaches him, Brekalo trips hiim up.  Brekalo gets a 🟨.",163,,,,
9/9/2026 20:24:32,44,1st Half,"Embolo, playing as a CAM, sends a ball out to Jacob.  He pushes forward, then sends a ball far and up.  It goes out on the far side.",132,,,,
9/9/2026 20:25:15,45,1st Half,Angulo down the left free iwth the ball.  Sneds in a cross. Alonso sees the danger and gets in front of Ojeda.,110,,,,
9/9/2026 20:25:10,45,1st Half,4' stoppage,11,,,,
9/9/2026 20:27:07,47,1st Half,"Muyumba just collided with, and bounced on top of Gerbet.  I'm not sure how that wasn't a 🟨",92,,,,
9/9/2026 20:28:09,48,1st Half,"Atlanta has no control of midfield.  Fortune looks rusty, Amara isn't with it yet.  Muyumba just collided with, and bounced off an Orlando player",145,,,,
9/9/2026 20:29:41,,Halftime,stop.,5,,,,
9/9/2026 20:33:31,,Halftime,"Player Impressions:
Hoyos - has come up big in rush outs.  He's reacting well enough.  Can't deal with the issues in front of him
Jacob - he's trying to make an impact by scoring a goal.  But his touches aren't in control.  He has been wild with crosses.
Díaz - Has a few good clearances.  But is losing his mark.  They're getting in behind him
Alonso - He reads the game well.  Is getting beated.  Can't keep the back line organized.
Báez - He started out strong, but has been completely overrun on the left.
Amaro - Early on, he was placing himself in good positions.  He is rushing his first touches.  Needs to calm down.
Muyumba - He's the senior midfielder tonight, but playing as though he isn't sure of himself.  
Fortune - he's rusty
Miranchuk - He needs to be showing more.  He is not impacting play
Almirón - a quiet game so far.  He's playing deeper than his usual which is impacting his ability to conduct attacking runs
Embolo - He brought about the goal with an acrobatic play.  Is getting close to goal again.  But he's in need of service.  He's playing more as a CAM than a striker",1097,,,,
9/9/2026 20:40:19,,Halftime,"Guz's family is here in the booth, celebrating his birthday.",60,,,,
9/9/2026 20:44:17,,Halftime,"A coach I met in England told me that the first 20 minutes are controlled by the coach.  After about 10 min, the players forget everything.
All Orlando since the 10th minute, after ATLUTD's goal.  They lost all semblance of themselves, their positions.",252,,,,
9/9/2026 20:45:18,,Halftime,Atlanta are late coming out from the locker room,48,,,,
9/9/2026 20:47:08,,Halftime,"Orlando made one sub at the half
Out:  Dorsey
In: Taifi",55,,,,
9/9/2026 20:07:09,,Start 2nd Half,start,5,,,,
9/9/2026 20:47:57,86,2nd Half,"Atlanta made a sub. 
out:  Fortune
in:  Gill",44,,,,
9/9/2026 20:50:05,88,2nd Half,Atlanta with a slow start ot the half.  Look to be trying to control the game more.  Not rushing,96,,,,
9/9/2026 20:50:56,89,2nd Half,The crowd is very quiet at the moment,37,,,,
9/9/2026 20:51:45,90,2nd Half,"Atlanta had a bit of control.  Díaz ends up passing out of bounds.  He puts his head down.
A moment later, he tries a slide tackle in the final 3rd, and misses.  Orlando are able to break.",188,,,,
9/9/2026 20:52:20,90,2nd Half,Embolo has not been smiling much tonight,40,,,,
9/9/2026 20:54:04,92,2nd Half,"Gill has been non-stop since coming on.  Pass and move, pass and move",69,,,,
9/9/2026 20:54:33,92,2nd Half,Gill stops an Orlando break on his left,39,,,,
9/9/2026 20:54:52,93,2nd Half,"Overall, Atlanta players seem lethargic.  Slow to pressure. Slow to run.",72,,,,
9/9/2026 20:56:39,94,2nd Half,"Bad giveaway at the arc.  Atlanta gives the ball to Orlando.  They're only saved due to a bad shot.
Gill passes horizontally to Alonso.  He tries to turn and pass without looking.  Straight to Orlando.",201,,,,
9/9/2026 20:58:45,97,2nd Half,"Orlando with the ball.  Only Amara and Gill are moving.  The rest of the 10 are standing, waiting for something to happen.",122,,,,
9/9/2026 20:59:04,97,2nd Half,"Orlando goal.  Ojeda breaks down the left.  He passes central to Angulo who has gotten past Hoyos.  Taps it in.  Far too easy.
No - called back for offsides.  It looked onside from here.
VAR is reviewing.  Goal awarded.",219,,,,
9/9/2026 21:01:25,99,2nd Half,Atlanta has no answers at the moment.  It looks lost.,53,,,,
9/9/2026 21:02:48,101,2nd Half,"Embolo on the ball, he's going too slow.  Atuesta runs up from behind and knocks into him.
Embolo with the most dramatic flip possible, goes down trying to get a call.",167,,,,
9/9/2026 21:03:42,102,2nd Half,Atlanta is prepping a sub.  Looks like Brennan,46,,,,
9/9/2026 21:04:58,103,2nd Half,Miranchuk passes wide to Báez.  Pass back to Miranchuk.  He tries dribbling through 4 players and loses it.,107,,,,
9/9/2026 21:05:42,104,2nd Half,"Jacob sends a cross in.  Amaro is there and hits it one touch, which goes a bit wide.  Several ATLUTD players looked offsides.",126,,,,
9/9/2026 21:05:53,104,2nd Half,"Atlanta sub:
off: Muyumba
on: Brennan",37,,,,
9/9/2026 21:06:41,105,2nd Half,"Brennan playing on the right.  Amaro level with Miranchuk.  Gill deeper.
Almirón has been pushing up higher, more in-line with Embolo this half.",144,,,,
9/9/2026 21:07:49,106,2nd Half,"Brennan sends a cross in to Almirón.  He's clearly offsides.  Hits it wide.  He was central, and should have put it on target.",126,,,,
9/9/2026 21:08:40,107,2nd Half,"Ball into the box.  Jacob knocks into Brekalo hard, who goes down. The Ref blows the whistle, rightly, Jacob throws the ball away and needlessly picks up a 🟨.",159,,,,
9/9/2026 21:10:55,109,2nd Half,Orlando shot from outside the box.  Díaz blocks it,50,,,,
9/9/2026 21:11:26,109,2nd Half,Atlanta breaks.  a26 gets it and sends back to Miranchuk.  He hits it long to Jacob.  He sends in a cross.  Orlando clears,122,,,,
9/9/2026 21:12:07,110,2nd Half,"Gill running up the left, is knocked over by o29.  No foul",58,,,,
9/9/2026 21:12:16,110,2nd Half,"Orlando sub:
off: Rhein
on: Spicer",34,,,,
9/9/2026 21:13:58,112,2nd Half,"Going for the ball, Embolo and Angulo collide.  Again Embolo flips theatrically.  Embolo looked to be at fault, but Atlanta gets the call.",138,,,,
9/9/2026 21:14:35,112,2nd Half,"Miranchuk over the free kick.  It goes too far to the back post, Angulo easily collects",87,,,,
9/9/2026 21:14:45,113,2nd Half,Atlanta prepping a sub - Picault,32,,,,
9/9/2026 21:15:25,113,2nd Half,"Orlando subs:
off:  Gerbet, 
on: Cartagena, Pašalić",51,,,,
9/9/2026 21:16:35,114,2nd Half,"Orlando break.  Griezmann alone on the ball, 1-on-1 with Hoyos.  HARD shot.  Hoyos comes up big with a save 🧤.  it bounces out and another Orlando player takes a crack.
Hoyos again with a huge save 🧤",201,,,,
9/9/2026 21:17:56,116,2nd Half,"goal Orlando - Griezmann, assist by Ellis
Orlando with triangle passing up the middle.  Easily evades all attempts at defense.  Atlanta couldn't get a sniff",156,3-1,,,
9/9/2026 21:19:09,117,2nd Half,"Atlanta subs:
off: Jacob, Miranchuk, Embolo, Díaz
on: Picault, Mihaj, Santos",76,,,,
9/9/2026 21:20:43,119,2nd Half,"Orland subs:
off: 
on:",22,,,,
9/9/2026 21:21:39,119,2nd Half,Griezmann passes central.  Orlando shot.  Mihaj blocks the hard shot,68,,,,
9/9/2026 21:25:00,123,2nd Half,"Atlanta starting to send in a lot of crosses.  Not connecting with the final player, the tip of the spear",105,,,,
9/9/2026 21:25:47,124,2nd Half,"Báez sends a cross into the 6.  Brennan nearly gets there, but can't reach.  He and the ball go out",99,,,,
9/9/2026 21:26:41,125,2nd Half,"Orlando ball over the top.  Mihaj tracking back, but Hoyos rushes out, and out, and out.  He got the ball and keeps going.  Makes it about 40 yards before passing.",163,,,,
9/9/2026 21:27:54,126,2nd Half,Mihaj tries to pass up the pitch to Jacob.  It's easily read and cutoff,71,,,,
9/9/2026 21:29:55,128,2nd Half,"Brennan strips the ball from Ellis.  Brennan curled around Ellis in a really nice move.
The Ref calls for a fould, preventing an advantage.",139,,,,
9/9/2026 21:30:59,129,2nd Half,"Free kick comes in.  Báez heads it back into the box.  It goes along the goal line.  Brennan is close but unable to get there.  Griezmann has rushed back to the line and knocks it backwards.  
It's harder to get the ball out, but out it goes.  Orlando clear.",258,,,,
9/9/2026 21:31:56,130,2nd Half,7' stoppage,11,,,,
9/9/2026 21:33:26,131,2nd Half,The crowd has been walking out for a while.  Orlando fans have been loud all night.  Although most of their chants have been anti-Miami,135,,,,
9/9/2026 21:34:58,133,2nd Half,"Picault surging down the left.  Double fake and gets around his mark.  Sends a cross in but it's behind Miranchuk.  Santos is near and completely wiffs.  Miranchuk tries to get it, but Orlando clear",198,,,,
9/9/2026 21:35:50,134,2nd Half,Angulo breaks down the left gets behind the back line.  Mihaj runs behind him and toe pokes the ball away.,106,,,,
9/9/2026 21:37:32,135,2nd Half,Atlanta trying to lob the ball into the box.  It's all hopeful and uncoordinated,80,,,,
9/9/2026 21:38:54,137,2nd Half,"Off a throw-in, Amaro on the left, has time and sends in a cross.  It goes to the far end of the 6.  Mihaj is there and heads it back across goal.  He goes off an Orlando defender and into the net
We'll take an own goal ☠️!",223,orlando 3-2,,,
9/9/2026 21:39:49,138,2nd Half,"The crowd finally comes to life, finally been given something to cheer about",76,,,,
9/9/2026 21:40:33,,Final Whistle,stop,4,,,,
9/9/2026 21:49:50,,Post-Game,"Player Impressions:
Hoyos - A couple of tremendous saves back to back.  Went on a wayward journey.  If this was FIFA, I'd say he was trying to score
Jacob - a disappointing night.  Had a few bad passes.  his crosses are generally off the mark
Díaz - another poor performance.  not organized on the back line.  easily beaten.  Had a few good clerances
Alonso.- a poor night overall.  Not up to the pace.  seemed resigned to the loss early on
Báez - couldn't cope with the attackers on his side
Muyumba - He should have been the midfield leader tonight.  Most senior, most playing time.  Off the pace and couldn't connect passes
Fortune - lots of rust, like the last time he came back from injury.  He'll be good after a couple of games.  Atlanta doesn't have many games left.
Amaro - a good night overall.  A few bad passes early on.   Improved as the night went on.  Seems more like he's not yet on the same page as those around him
Miranchuk - another disappointing night.  Is simply not affecting play.  He needs others to raise his game.
Almirón - Played deep in the 1st half.  Pushed up higher in the 2nd.  Much better the higher he goes.  Not in-line with Embolo like he was last game
Embolo - a confusing night.  At times, he moved around well.  At others, he was invisible.  And those forward flips to get a call?  I hope that's the last we see of them.

subs:  
Gill - started out strong.  Good movement, good passing, good defense.  By the end, he was invisible
Brennan - He looked godo .  Pushing hard to get up the pitch and make something happen.  He just couldn't.  
Mihaj - Didn't have much time tonight, but he stabilized the backline and made some impressive saves.  
Santos - I cannot see why he's on the pitch.  He has no control on the ball, and can't get in good positions.  He complains a lot.
Picault - a few good crosses on the left.  Wasn't able to penetrate the back line

Tata - He left a struggling Jacob on the pitch and pushed him up.  Should have brought on Mihaj earlier.  He tried improving things early with Gill.  And an attacking player with Brennan.  He changed subs and positions.  None worked out.
Surely he should bring on Togashi instead of Santos.",2188,,,,
